Hhindex,pernum,sex,race,sthn,age,relate,ownership,householdsize
290,2,2,1,2,45,11,1,2
291,1,2,1,1,78,1,1,2
291,2,2,1,1,58,3,1,2
292,1,1,1,1,39,1,1,3
292,2,2,1,1,66,5,1,3
292,3,1,1,1,19,10,1,3
293,1,1,1,1,43,1,1,4
293,2,1,1,1,16,3,1,4
293,3,2,1,1,9,3,1,4
293,4,2,1,1,46,11,1,4
294,1,1,1,1,47,1,2,2
294,2,2,1,1,51,2,2,2
295,1,2,8,1,33,1,2,4
295,2,2,2,1,30,11,2,4
295,3,2,6,1,27,11,2,4
295,4,2,1,1,25,11,2,4
296,1,2,1,2,26,1,2,3
296,2,2,1,2,57,5,2,3
296,3,1,1,1,31,11,2,3
297,1,1,1,1,57,1,1,3
297,2,2,1,1,60,2,1,3
297,3,2,1,1,16,3,1,3
298,1,1,7,2,31,1,2,2
298,2,1,8,2,7,3,2,2
299,1,2,1,1,65,1,1,2
299,2,1,1,1,69,2,1,2
300,1,1,1,1,58,1,1,2
300,2,2,1,1,54,2,1,2
301,1,2,1,1,80,1,1,2
301,2,1,1,1,55,3,1,2
302,1,2,7,2,35,1,1,4
302,2,2,7,2,12,3,1,4
302,3,2,7,2,7,3,1,4
302,4,1,7,2,34,11,1,4
303,1,2,7,2,25,1,2,4
303,2,2,7,2,9,3,2,4
303,3,2,7,2,5,3,2,4
303,4,2,7,2,3,3,2,4
304,1,2,1,1,40,1,1,2
304,2,1,1,1,40,2,1,2
305,1,2,1,1,47,1,1,3
305,2,1,1,1,24,3,1,3
305,3,2,1,1,20,3,1,3
306,1,1,1,1,76,1,1,2
306,2,2,1,1,76,2,1,2
307,1,2,2,1,24,1,2,2
307,2,1,2,1,40,2,2,2
308,1,1,1,2,58,1,1,2
308,2,2,1,1,55,2,1,2
309,1,1,1,1,52,1,1,2
309,2,2,1,1,43,2,1,2
310,1,1,1,1,42,1,1,2
310,2,2,6,1,42,2,1,2
311,1,2,1,5,94,1,1,2
311,2,2,1,5,72,3,1,2
312,1,2,1,5,60,1,2,2
312,2,2,1,5,23,10,2,2
313,1,1,1,1,59,1,1,2
313,2,2,1,1,58,2,1,2
314,1,1,1,1,70,1,1,2
314,2,2,1,1,66,2,1,2
315,1,2,7,4,69,1,1,2
315,2,1,1,1,70,2,1,2
316,1,1,1,1,77,1,1,2
316,2,2,1,1,74,2,1,2
317,1,1,1,1,55,1,2,2
317,2,2,1,1,47,2,2,2
318,1,2,1,2,58,1,2,2
318,2,1,1,1,72,2,2,2
319,1,2,2,1,88,1,1,2
319,2,2,2,1,56,3,1,2
320,1,2,1,1,51,1,2,2
320,2,1,1,1,24,3,2,2
321,1,2,1,1,82,1,2,2
321,2,1,1,1,51,3,2,2
322,1,2,1,1,38,1,1,4
322,2,1,1,1,39,2,1,4
322,3,2,1,1,12,3,1,4
322,4,1,1,1,8,3,1,4
323,1,1,1,1,56,1,1,2
323,2,2,1,1,50,2,1,2
324,1,1,1,1,42,1,1,4
324,2,2,1,1,39,2,1,4
324,3,1,1,1,6,3,1,4
324,4,2,1,1,4,3,1,4
325,1,2,6,1,36,1,2,2
325,2,1,1,2,23,2,2,2
326,1,1,4,1,38,1,1,4
326,2,1,4,1,9,3,1,4
326,3,2,4,1,66,5,1,4
326,4,1,4,1,66,5,1,4
327,1,1,1,1,63,1,1,4
327,2,2,1,1,62,2,1,4
327,3,2,1,1,17,9,1,4
327,4,2,1,1,13,9,1,4
328,1,1,6,1,38,1,2,3
328,2,2,6,1,35,2,2,3
328,3,2,6,1,1,3,2,3
329,1,1,1,1,63,1,1,2
329,2,2,1,1,65,2,1,2
330,1,2,1,1,70,1,1,2
330,2,1,6,2,66,2,1,2
331,1,1,1,1,41,1,2,3
331,2,2,1,1,31,2,2,3
331,3,1,1,1,18,3,2,3
332,1,1,1,1,85,1,1,3
332,2,2,6,1,64,2,1,3
332,3,2,8,1,32,3,1,3
333,1,1,1,1,89,1,1,4
333,2,1,1,1,52,3,1,4
333,3,2,1,1,50,4,1,4
333,4,1,1,1,13,9,1,4
334,1,1,6,1,40,1,2,3
334,2,2,6,1,35,2,2,3
334,3,1,6,1,3,3,2,3
335,1,1,1,1,68,1,1,2
335,2,2,1,1,67,2,1,2
336,1,1,8,1,76,1,1,2
336,2,2,1,1,59,11,1,2
337,1,1,1,1,61,1,2,2
337,2,2,1,1,57,11,2,2
338,1,1,1,1,69,1,1,2
338,2,2,1,1,66,11,1,2
339,1,2,1,1,56,1,2,2
339,2,1,1,1,50,2,2,2
340,1,1,1,1,74,1,1,2
340,2,2,1,1,74,2,1,2
341,1,1,1,1,55,1,1,2
341,2,2,1,1,53,2,1,2
342,1,2,7,2,57,1,2,4
342,2,1,7,2,60,2,2,4
342,3,1,7,2,38,3,2,4
342,4,2,7,2,16,9,2,4
343,1,1,1,1,48,1,1,2
343,2,2,1,1,50,2,1,2
344,1,1,1,1,52,1,1,3
344,2,2,1,1,53,2,1,3
344,3,2,1,1,24,3,1,3
345,1,1,1,1,46,1,1,2
345,2,2,1,1,48,2,1,2
346,1,2,1,1,66,1,1,2
346,2,1,1,1,71,2,1,2
347,1,2,4,1,42,1,1,4
347,2,1,4,1,42,2,1,4
347,3,1,4,1,10,3,1,4
347,4,1,4,1,8,3,1,4
348,1,1,1,1,67,1,1,2
348,2,2,1,1,67,2,1,2
349,1,1,1,1,55,1,1,4
349,2,2,6,1,59,2,1,4
349,3,2,1,1,26,3,1,4
349,4,2,1,1,24,3,1,4
350,1,2,1,1,53,1,1,2
350,2,2,1,1,23,3,1,2
351,1,2,1,2,29,1,2,4
351,2,1,1,5,32,2,2,4
351,3,1,1,2,5,3,2,4
351,4,1,1,2,2,3,2,4
352,1,1,3,1,24,1,1,3
352,2,2,3,1,22,10,1,3
352,3,2,3,1,24,11,1,3
353,1,1,1,1,59,1,1,2
353,2,2,1,1,57,2,1,2
354,1,1,1,1,56,1,1,2
354,2,2,1,1,54,2,1,2
355,1,1,1,1,63,1,2,2
355,2,2,1,1,63,2,2,2
356,1,1,1,1,71,1,1,3
356,2,2,1,1,70,2,1,3
356,3,2,1,1,43,3,1,3
357,1,2,1,1,48,1,2,2
357,2,1,1,1,54,11,2,2
358,1,2,1,1,55,1,1,2
358,2,1,1,1,58,2,1,2
359,1,1,1,1,54,1,1,4
359,2,2,1,1,62,2,1,4
359,3,2,1,1,19,9,1,4
359,4,1,1,1,2,10,1,4
360,1,1,1,1,66,1,1,2
360,2,2,1,1,57,2,1,2
361,1,1,1,1,56,1,1,4
361,2,2,1,1,51,2,1,4
361,3,1,1,1,26,3,1,4
361,4,2,1,1,24,3,1,4
362,1,2,1,1,37,1,2,2
362,2,1,1,1,49,2,2,2
363,1,1,1,1,74,1,1,2
363,2,2,1,1,78,2,1,2
364,1,2,2,1,80,1,1,2
364,2,2,2,1,63,3,1,2
365,1,1,6,1,48,1,1,4
365,2,2,6,1,44,2,1,4
365,3,2,6,1,15,3,1,4
365,4,2,6,1,13,3,1,4
366,1,1,1,4,44,1,1,4
366,2,2,1,1,42,2,1,4
366,3,2,1,4,9,3,1,4
366,4,1,1,4,7,3,1,4
367,1,2,1,1,36,1,1,3
367,2,1,1,1,1,3,1,3
367,3,1,1,1,34,11,1,3
368,1,2,7,2,55,1,1,4
368,2,2,7,2,22,3,1,4
368,3,2,7,2,21,3,1,4
368,4,2,7,2,17,3,1,4
369,1,1,7,2,24,1,2,3
369,2,2,7,2,19,2,2,3
369,3,2,7,2,1,3,2,3
370,1,1,2,1,42,1,2,3
370,2,2,8,1,36,2,2,3
370,3,2,9,1,15,3,2,3
371,1,2,4,1,39,1,1,3
371,2,1,4,1,46,2,1,3
371,3,2,4,1,5,3,1,3
372,1,2,1,1,77,1,1,2
372,2,1,1,1,75,2,1,2
373,1,2,1,1,28,1,1,2
373,2,1,1,1,34,2,1,2
374,1,1,1,1,54,1,1,3
374,2,2,1,1,52,2,1,3
374,3,1,1,1,22,3,1,3
375,1,2,3,1,29,1,1,4
375,2,1,3,1,38,2,1,4
375,3,2,8,1,10,3,1,4
375,4,1,3,1,4,3,1,4
376,1,1,1,1,50,1,1,2
376,2,2,1,1,19,3,1,2
377,1,2,2,1,41,1,2,2
377,2,2,2,1,46,12,2,2
378,1,2,1,1,22,1,1,3
378,2,2,1,1,46,5,1,3
378,3,1,1,1,1,10,1,3
379,1,2,1,1,38,1,1,2
379,2,2,1,1,43,11,1,2
380,1,2,1,1,41,1,1,4
380,2,1,1,1,39,2,1,4
380,3,1,1,1,6,3,1,4
380,4,2,1,1,5,3,1,4
381,1,1,4,1,40,1,1,3
381,2,2,4,1,39,2,1,3
381,3,1,4,1,2,3,1,3
382,1,2,1,2,29,1,2,4
382,2,1,1,2,11,3,2,4
382,3,2,1,2,10,3,2,4
382,4,1,1,2,4,3,2,4
383,1,2,1,1,52,1,1,2
383,2,1,1,1,11,3,1,2
384,1,2,4,1,29,1,2,2
384,2,2,4,1,26,11,2,2
385,1,1,7,2,59,1,1,3
385,2,2,8,2,59,2,1,3
385,3,2,7,2,24,3,1,3
386,1,2,1,5,36,1,1,3
386,2,1,1,1,10,3,1,3
386,3,1,1,1,7,3,1,3
387,1,2,2,1,23,1,2,4
387,2,2,2,1,3,3,2,4
387,3,1,2,1,1,3,2,4
387,4,1,2,1,28,11,2,4
388,1,2,1,1,24,1,2,2
388,2,1,1,1,24,2,2,2
389,1,1,1,2,43,1,2,4
389,2,2,1,1,42,2,2,4
389,3,2,1,2,22,3,2,4
389,4,2,1,2,18,3,2,4
390,1,1,1,1,52,1,1,3
390,2,2,1,1,48,2,1,3
390,3,1,1,1,8,3,1,3
391,1,1,1,1,45,1,1,4
391,2,2,1,1,41,2,1,4
391,3,1,1,1,16,3,1,4
391,4,2,1,1,12,3,1,4
392,1,2,1,1,64,1,1,2
392,2,1,1,1,58,2,1,2
393,1,2,1,1,55,1,1,2
393,2,1,1,1,62,2,1,2
394,1,1,6,1,59,1,2,3
394,2,2,6,1,56,2,2,3
394,3,1,6,1,21,3,2,3
395,1,2,1,1,48,1,2,2
395,2,1,1,1,20,3,2,2
396,1,1,1,1,74,1,1,2
396,2,2,1,1,74,2,1,2
397,1,2,1,1,30,1,1,3
397,2,2,1,1,7,3,1,3
397,3,1,1,1,4,3,1,3
398,1,2,2,1,52,1,2,4
398,2,1,2,1,17,3,2,4
398,3,1,2,1,14,3,2,4
398,4,1,2,1,13,3,2,4
399,1,1,1,1,58,1,1,2
399,2,1,1,1,28,3,1,2
400,1,1,1,1,69,1,2,2
400,2,2,1,1,66,2,2,2
401,1,1,1,1,51,1,1,4
401,2,2,1,1,5,3,1,4
401,3,2,1,1,5,3,1,4
401,4,1,1,1,40,10,1,4
402,1,2,2,1,52,1,2,2
402,2,2,2,1,26,3,2,2
403,1,1,7,2,36,1,2,3
403,2,2,7,2,16,3,2,3
403,3,2,7,2,38,11,2,3
404,1,1,1,2,72,1,1,3
404,2,2,1,2,66,2,1,3
404,3,1,1,2,26,3,1,3
405,1,2,1,1,53,1,1,4
405,2,1,1,1,51,2,1,4
405,3,1,1,1,26,3,1,4
405,4,2,1,1,19,3,1,4
406,1,1,1,1,61,1,1,2
406,2,2,1,1,60,2,1,2
407,1,1,1,2,43,1,2,4
407,2,2,1,2,46,2,2,4
407,3,1,1,2,12,3,2,4
407,4,1,1,2,9,3,2,4
408,1,1,1,2,46,1,1,2
408,2,1,1,2,18,3,1,2
409,1,2,1,1,72,1,1,2
409,2,1,1,1,77,11,1,2
410,1,2,1,2,71,1,1,4
410,2,1,1,2,30,3,1,4
410,3,2,1,2,56,7,1,4
410,4,1,1,2,17,10,1,4
411,1,1,1,1,68,1,1,2
411,2,2,1,1,60,2,1,2
412,1,1,1,1,56,1,1,2
412,2,2,1,1,62,2,1,2
413,1,1,1,1,63,1,1,2
413,2,2,1,1,57,2,1,2
414,1,1,1,1,52,1,1,2
414,2,2,1,1,51,2,1,2
415,1,2,1,1,32,1,1,3
415,2,1,1,1,32,2,1,3
415,3,2,1,1,2,3,1,3
416,1,1,1,1,55,1,1,2
416,2,2,3,5,57,2,1,2
417,1,1,1,1,63,1,1,2
417,2,2,5,1,69,2,1,2
418,1,1,1,1,31,1,1,2
418,2,2,1,1,26,2,1,2
419,1,1,1,2,45,1,1,2
419,2,2,1,2,31,2,1,2
420,1,1,1,1,51,1,1,3
420,2,2,4,1,60,2,1,3
420,3,2,4,1,12,3,1,3
421,1,2,1,1,58,1,1,3
421,2,2,1,1,7,9,1,3
421,3,2,1,1,5,9,1,3
422,1,1,1,2,52,1,2,4
422,2,2,1,2,52,2,2,4
422,3,1,1,2,27,3,2,4
422,4,1,1,2,20,3,2,4
423,1,1,7,2,58,1,2,4
423,2,1,7,2,20,3,2,4
423,3,1,7,2,15,3,2,4
423,4,1,7,2,21,3,2,4
424,1,2,1,1,42,1,2,3
424,2,2,1,1,16,3,2,3
424,3,2,8,1,10,3,2,3
425,1,1,2,1,75,1,2,2
425,2,2,2,1,68,2,2,2
426,1,2,1,1,63,1,1,2
426,2,1,1,1,58,11,1,2
427,1,1,1,1,38,1,2,3
427,2,2,1,1,36,11,2,3
427,3,2,1,1,17,12,2,3
428,1,1,1,1,40,1,1,2
428,2,1,1,1,40,7,1,2
429,1,2,1,1,19,1,2,3
429,2,1,2,1,1,3,2,3
429,3,1,2,1,26,11,2,3
430,1,1,8,1,28,1,2,3
430,2,1,1,1,28,11,2,3
430,3,1,6,1,20,11,2,3
431,1,1,1,1,60,1,1,2
431,2,2,1,1,49,2,1,2
432,1,1,1,1,56,1,1,2
432,2,2,4,1,36,2,1,2
433,1,1,1,1,69,1,1,3
433,2,2,1,1,62,2,1,3
433,3,2,1,1,22,3,1,3
434,1,1,1,1,73,1,2,2
434,2,2,1,1,73,2,2,2
435,1,1,6,1,65,1,2,2
435,2,2,6,1,63,2,2,2
436,1,2,7,2,27,1,2,4
436,2,1,7,2,34,2,2,4
436,3,1,7,2,5,3,2,4
436,4,2,7,2,3,3,2,4
437,1,2,1,5,63,1,2,4
437,2,2,1,5,25,3,2,4
437,3,1,1,2,27,4,2,4
437,4,2,1,5,7,9,2,4
438,1,1,1,1,57,1,1,3
438,2,2,1,1,56,2,1,3
438,3,1,1,1,26,3,1,3
439,1,2,1,2,26,1,2,3
439,2,1,1,2,3,3,2,3
439,3,2,1,2,22,10,2,3
440,1,2,1,1,51,1,1,3
440,2,1,1,1,53,2,1,3
440,3,2,1,1,17,3,1,3
441,1,2,2,1,51,1,2,2
441,2,2,2,1,16,3,2,2
442,1,1,1,1,82,1,1,2
442,2,2,1,1,87,2,1,2
443,1,1,1,2,44,1,2,4
443,2,2,1,2,38,2,2,4
443,3,1,1,2,14,3,2,4
443,4,1,1,2,10,3,2,4
444,1,1,1,1,69,1,1,2
444,2,2,1,1,63,2,1,2
445,1,1,1,1,72,1,2,2
445,2,2,1,2,60,2,2,2
446,1,2,1,1,83,1,1,2
446,2,2,1,1,59,3,1,2
447,1,2,2,1,77,1,2,3
447,2,1,2,1,82,2,2,3
447,3,1,2,1,39,3,2,3
448,1,2,1,1,52,1,1,2
448,2,2,1,1,93,5,1,2
449,1,1,2,2,47,1,1,3
449,2,2,2,1,43,2,1,3
449,3,2,2,2,17,3,1,3
450,1,2,1,1,41,1,1,2
450,2,1,1,1,45,2,1,2
451,1,2,8,2,47,1,1,3
451,2,1,8,2,45,2,1,3
451,3,1,8,2,28,3,1,3
452,1,1,6,1,54,1,2,4
452,2,2,6,1,54,2,2,4
452,3,1,6,1,26,3,2,4
452,4,1,6,1,21,3,2,4
453,1,1,7,2,42,1,1,3
453,2,2,7,2,46,2,1,3
453,3,2,7,2,15,3,1,3
454,1,1,2,1,66,1,1,2
454,2,2,2,1,24,3,1,2
455,1,1,1,1,65,1,2,2
455,2,2,1,1,66,2,2,2
456,1,1,1,2,38,1,2,4
456,2,1,1,2,19,3,2,4
456,3,1,1,2,10,3,2,4
456,4,2,1,2,41,11,2,4
457,1,2,8,1,82,1,1,2
457,2,1,8,2,38,3,1,2
458,1,1,1,1,69,1,1,2
458,2,2,1,1,65,2,1,2
459,1,1,1,1,55,1,1,2
459,2,2,1,1,55,2,1,2
460,1,1,1,1,39,1,1,3
460,2,2,1,1,37,2,1,3
460,3,2,1,1,3,3,1,3
461,1,1,1,5,41,1,2,2
461,2,2,6,1,33,2,2,2
462,1,1,1,2,78,1,1,3
462,2,2,1,2,66,2,1,3
462,3,1,1,2,25,9,1,3
463,1,2,4,1,62,1,2,2
463,2,1,4,1,64,2,2,2
464,1,2,1,1,65,1,1,2
464,2,1,1,1,61,2,1,2
465,1,1,1,2,36,1,1,3
465,2,1,1,2,26,11,1,3
465,3,1,1,2,24,11,1,3
466,1,2,1,1,31,1,1,3
466,2,1,1,1,30,2,1,3
466,3,1,1,1,2,3,1,3
467,1,1,2,2,65,1,1,2
467,2,2,1,1,63,2,1,2
468,1,1,4,1,82,1,1,3
468,2,1,8,5,55,11,1,3
468,3,2,7,2,28,11,1,3
469,1,1,6,1,44,1,2,3
469,2,2,6,1,37,2,2,3
469,3,1,6,1,5,3,2,3
470,1,1,1,1,63,1,1,3
470,2,1,1,1,15,3,1,3
470,3,2,1,1,1,3,1,3
471,1,1,1,1,27,1,1,4
471,2,2,1,1,27,2,1,4
471,3,1,1,1,8,3,1,4
471,4,2,1,1,3,3,1,4
472,1,1,1,1,40,1,2,4
472,2,2,1,1,37,2,2,4
472,3,1,1,1,18,3,2,4
472,4,2,1,1,8,3,2,4
473,1,2,4,1,56,1,1,4
473,2,1,1,1,58,2,1,4
473,3,2,8,1,24,3,1,4
473,4,2,8,1,22,3,1,4
474,1,1,5,1,60,1,1,2
474,2,2,1,2,59,2,1,2
475,1,2,1,1,29,1,1,4
475,2,1,1,1,33,2,1,4
475,3,1,1,1,6,3,1,4
475,4,1,1,1,3,3,1,4
476,1,2,1,1,87,1,2,2
476,2,2,1,1,57,3,2,2
477,1,2,4,1,62,1,1,2
477,2,1,1,1,53,2,1,2
478,1,1,1,2,29,1,1,2
478,2,1,1,2,28,11,1,2
479,1,2,8,2,39,1,2,3
479,2,2,9,2,20,3,2,3
479,3,1,2,1,39,11,2,3
480,1,1,1,1,69,1,1,2
480,2,2,6,1,52,2,1,2
481,1,1,1,1,79,1,1,4
481,2,1,1,1,23,9,1,4
481,3,2,1,1,18,9,1,4
481,4,1,1,1,16,9,1,4
482,1,1,1,1,65,1,1,2
482,2,2,1,1,65,2,1,2
483,1,1,1,1,31,1,1,2
483,2,2,1,1,26,11,1,2
484,1,1,1,1,59,1,1,2
484,2,2,1,1,55,2,1,2
485,1,1,4,1,60,1,1,2
485,2,2,7,5,17,3,1,2
486,1,2,6,1,45,1,1,4
486,2,1,6,1,54,2,1,4
486,3,1,6,1,11,3,1,4
486,4,1,6,1,8,3,1,4
487,1,2,1,1,29,1,2,2
487,2,1,1,1,27,2,2,2
488,1,2,7,2,25,1,2,3
488,2,2,7,2,3,3,2,3
488,3,1,7,2,27,12,2,3
489,1,1,4,1,56,1,2,3
489,2,2,4,1,52,2,2,3
489,3,2,4,1,27,3,2,3
490,1,1,1,1,48,1,1,4
490,2,2,6,1,37,2,1,4
490,3,2,1,1,5,3,1,4
490,4,2,8,1,3,3,1,4
491,1,1,8,1,60,1,1,4
491,2,2,1,1,56,2,1,4
491,3,1,1,1,24,3,1,4
491,4,1,1,1,22,3,1,4
492,1,1,2,1,64,1,1,2
492,2,2,2,1,65,10,1,2
493,1,2,1,1,53,1,1,2
493,2,1,1,1,56,2,1,2
494,1,2,2,1,46,1,1,3
494,2,1,2,1,26,3,1,3
494,3,2,2,1,23,3,1,3
495,1,2,1,1,50,1,2,2
495,2,1,1,1,50,11,2,2
496,1,1,1,1,77,1,2,2
496,2,2,1,1,69,11,2,2
497,1,1,1,1,33,1,2,2
497,2,2,1,1,24,11,2,2
498,1,1,1,1,43,1,2,3
498,2,2,3,1,47,2,2,3
498,3,1,8,1,4,3,2,3
499,1,2,1,1,22,1,2,2
499,2,1,7,2,24,2,2,2
500,1,1,1,1,42,1,1,4
500,2,2,1,1,43,2,1,4
500,3,2,1,1,14,3,1,4
500,4,1,1,1,8,3,1,4
501,1,2,1,1,56,1,1,2
501,2,1,7,3,48,2,1,2
502,1,1,1,1,46,1,1,2
502,2,2,1,1,50,2,1,2
503,1,2,1,1,61,1,2,4
503,2,1,1,1,34,3,2,4
503,3,1,1,1,34,3,2,4
503,4,2,1,1,33,12,2,4
504,1,1,1,1,61,1,1,2
504,2,2,1,1,63,2,1,2
505,1,1,1,1,65,1,1,4
505,2,2,1,1,69,2,1,4
505,3,1,1,1,39,3,1,4
505,4,1,1,1,18,9,1,4
506,1,2,1,1,71,1,1,2
506,2,1,1,1,77,2,1,2
507,1,1,1,1,73,1,1,2
507,2,2,1,1,73,2,1,2
508,1,1,1,2,82,1,1,3
508,2,2,1,2,49,12,1,3
508,3,1,1,2,39,12,1,3
509,1,2,8,1,63,1,2,2
509,2,1,2,1,15,9,2,2
510,1,2,1,1,59,1,2,2
510,2,1,6,1,64,2,2,2
511,1,1,1,1,85,1,1,2
511,2,2,1,1,83,2,1,2
512,1,1,1,1,63,1,1,2
512,2,2,1,1,63,2,1,2
513,1,1,1,3,54,1,1,3
513,2,2,8,1,51,2,1,3
513,3,1,8,5,15,3,1,3
514,1,2,1,1,49,1,2,3
514,2,2,1,1,32,3,2,3
514,3,1,1,1,23,3,2,3
515,1,1,1,1,57,1,1,2
515,2,2,1,1,57,2,1,2
516,1,1,1,1,87,1,1,2
516,2,2,1,1,85,2,1,2
517,1,2,2,1,50,1,2,3
517,2,2,2,1,21,12,2,3
517,3,1,2,1,9,12,2,3
518,1,1,1,1,57,1,1,2
518,2,2,1,1,62,2,1,2
519,1,1,6,1,36,1,2,3
519,2,1,6,1,72,10,2,3
519,3,2,6,1,70,10,2,3
520,1,1,1,1,37,1,2,2
520,2,2,3,1,22,11,2,2
521,1,2,1,1,48,1,1,3
521,2,1,1,1,51,2,1,3
521,3,2,1,1,21,3,1,3
522,1,2,2,1,34,1,1,2
522,2,2,2,1,8,3,1,2
523,1,2,3,1,34,1,2,3
523,2,2,3,1,10,3,2,3
523,3,1,3,1,1,3,2,3
524,1,1,1,1,23,1,1,4
524,2,2,1,1,24,2,1,4
524,3,2,1,1,2,3,1,4
524,4,2,1,1,1,3,1,4
525,1,1,1,2,43,1,1,2
525,2,1,1,2,38,11,1,2
526,1,1,1,1,56,1,1,2
526,2,2,1,1,51,2,1,2
527,1,2,7,2,22,1,2,3
527,2,1,2,2,4,3,2,3
527,3,1,7,2,21,7,2,3
528,1,1,1,1,81,1,1,2
528,2,2,1,1,75,2,1,2
529,1,2,1,1,65,1,1,2
529,2,2,1,1,61,7,1,2
530,1,1,1,1,32,1,1,3
530,2,2,1,1,33,2,1,3
530,3,2,1,1,3,3,1,3
531,1,2,1,1,44,1,1,2
531,2,1,1,1,17,3,1,2
532,1,1,1,1,74,1,1,2
532,2,2,1,1,65,2,1,2
533,1,1,1,1,60,1,1,2
533,2,2,1,1,65,2,1,2
534,1,2,1,1,70,1,1,2
534,2,1,1,1,87,2,1,2
535,1,2,1,1,71,1,2,3
535,2,1,1,1,75,2,2,3
535,3,2,1,1,49,3,2,3
536,1,2,1,1,82,1,1,2
536,2,1,1,1,87,2,1,2
537,1,2,1,1,54,1,1,2
537,2,1,1,1,18,12,1,2
538,1,2,1,1,61,1,1,2
538,2,1,1,1,62,2,1,2
539,1,2,1,1,45,1,1,3
539,2,1,8,1,56,2,1,3
539,3,1,8,1,6,3,1,3
540,1,1,1,1,42,1,1,4
540,2,2,1,1,37,2,1,4
540,3,1,1,1,16,3,1,4
540,4,2,1,1,13,3,1,4
541,1,1,7,2,27,1,1,4
541,2,2,7,2,27,2,1,4
541,3,2,7,2,7,3,1,4
541,4,2,7,2,2,3,1,4
542,1,1,7,2,48,1,1,2
542,2,2,7,2,46,2,1,2
543,1,2,1,1,65,1,1,2
543,2,1,1,1,78,2,1,2
544,1,1,2,1,26,1,2,3
544,2,1,2,1,2,3,2,3
544,3,2,2,1,23,11,2,3
545,1,1,7,2,62,1,2,3
545,2,2,7,5,60,2,2,3
545,3,2,8,2,15,9,2,3
546,1,1,7,5,62,1,2,2
546,2,2,1,1,63,2,2,2
547,1,2,1,1,72,1,1,2
547,2,1,1,1,73,2,1,2
548,1,1,1,1,75,1,1,4
548,2,2,1,1,74,2,1,4
548,3,1,1,1,52,3,1,4
548,4,1,1,1,50,3,1,4
549,1,1,1,1,31,1,2,2
549,2,2,6,1,31,11,2,2
550,1,1,1,1,68,1,1,2
550,2,2,1,1,69,2,1,2
551,1,2,1,1,53,1,1,4
551,2,1,3,2,60,2,1,4
551,3,1,1,1,4,9,1,4
551,4,2,1,1,81,12,1,4
552,1,2,1,1,43,1,1,3
552,2,1,1,1,42,11,1,3
552,3,1,1,1,48,12,1,3
553,1,1,1,1,62,1,1,2
553,2,2,1,1,63,2,1,2
554,1,1,1,1,21,1,1,2
554,2,1,1,1,51,5,1,2
555,1,1,1,1,36,1,2,2
555,2,2,1,1,29,7,2,2
556,1,2,1,5,47,1,2,4
556,2,1,1,5,47,2,2,4
556,3,1,1,5,6,3,2,4
556,4,1,1,5,5,3,2,4
557,1,1,1,1,24,1,2,2
557,2,2,1,1,23,11,2,2
558,1,1,1,1,52,1,1,4
558,2,2,1,1,49,2,1,4
558,3,2,1,1,19,3,1,4
558,4,2,1,1,16,3,1,4
559,1,2,1,1,51,1,1,2
559,2,1,6,1,54,11,1,2
560,1,1,1,1,48,1,1,2
560,2,2,1,1,49,2,1,2
561,1,2,3,1,44,1,1,4
561,2,2,3,1,15,3,1,4
561,3,1,3,1,12,3,1,4
561,4,1,3,1,41,11,1,4
562,1,2,1,5,61,1,1,3
562,2,2,1,5,27,3,1,3
562,3,1,1,5,26,3,1,3
563,1,1,7,2,31,1,1,4
563,2,2,7,2,29,2,1,4
563,3,2,7,2,8,3,1,4
563,4,1,7,2,6,3,1,4
564,1,2,2,1,79,1,2,2
564,2,2,2,1,58,11,2,2
565,1,1,1,1,33,1,2,4
565,2,2,1,1,34,2,2,4
565,3,2,1,1,3,3,2,4
565,4,2,8,2,6,3,2,4
566,1,1,1,1,60,1,1,3
566,2,2,1,1,58,2,1,3
566,3,1,1,1,30,3,1,3
567,1,1,1,1,27,1,2,2
567,2,1,1,1,31,12,2,2
568,1,1,7,5,55,1,1,3
568,2,2,7,5,48,2,1,3
568,3,1,7,5,17,3,1,3
569,1,2,2,1,52,1,1,4
569,2,2,2,1,24,3,1,4
569,3,2,2,1,23,3,1,4
569,4,1,2,1,47,7,1,4
570,1,2,7,2,58,1,2,2
570,2,1,7,2,27,3,2,2
571,1,2,1,1,42,1,1,4
571,2,1,1,1,42,2,1,4
571,3,2,1,1,10,3,1,4
571,4,1,1,1,5,3,1,4
572,1,2,1,1,59,1,2,2
572,2,2,1,1,56,11,2,2
573,1,1,1,1,53,1,1,3
573,2,2,1,1,15,3,1,3
573,3,2,1,1,14,3,1,3
574,1,1,1,1,54,1,1,2
574,2,2,1,1,51,2,1,2
575,1,1,1,1,59,1,1,2
575,2,2,1,1,59,2,1,2
576,1,2,7,2,54,1,1,2
576,2,1,8,2,28,3,1,2
577,1,2,1,1,53,1,1,2
577,2,1,1,1,49,2,1,2
578,1,1,1,1,73,1,1,2
578,2,2,1,1,69,2,1,2
579,1,1,1,1,85,1,1,2
579,2,2,1,1,86,2,1,2
580,1,1,1,1,46,1,2,3
580,2,2,1,1,46,2,2,3
580,3,2,1,1,17,3,2,3
581,1,2,1,1,22,1,2,2
581,2,1,1,1,34,11,2,2
582,1,1,1,1,69,1,1,2
582,2,2,1,1,55,2,1,2
583,1,1,1,1,55,1,1,3
